Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['2', '16', '25', '31', '32', '3'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['4', '14', '16', '23', '24', '26'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['3', '4', '19', '32', '33', '28'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['7', '12', '19', '20', '28', '23'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 1
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['10', '16', '20', '23', '26', '33'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['3', '4', '14', '15', '29', '12'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['10', '26', '29', '30', '33', '17'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 97, Issue： 2020027 baseM: 1195, result: 15, red_balls: ['3', '14', '18', '24', '26', '6'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 106, Issue： 2020036 baseM: 1155, result: 40, red_balls: ['7', '9', '20', '27', '32', '10'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 146, Issue： 2020076 baseM: 780, result: 15, red_balls: ['15', '21', '22', '29', '33', '2'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 705, result: 15, red_balls: ['2', '14', '18', '22', '31', '11'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 160, Issue： 2020090 baseM: 690, result: 15, red_balls: ['5', '6', '7', '12', '25', '10'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 217, Issue： 2021013 baseM: 145, result: 15, red_balls: ['4', '11', '12', '16', '32', '8'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 218, Issue： 2021014 baseM: 185, result: 40, red_balls: ['18', '21', '23', '25', '29', '3'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 222, Issue： 2021018 baseM: 170, result: 15, red_balls: ['2', '4', '6', '8', '16', '26'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 226, Issue： 2021022 baseM: 155, result: 15, red_balls: ['10', '11', '16', '27', '28', '19'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 237, Issue： 2021033 baseM: 70, result: 15, red_balls: ['4', '7', '9', '10', '19', '27'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 242, Issue： 2021038 baseM: 45, result: 15, red_balls: ['6', '7', '18', '23', '29', '2'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
base_money is negative, stop, totally round: 247
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['10', '12', '23', '28', '33', '24'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['10', '15', '24', '25', '29', '14'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 1
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['5', '9', '11', '15', '21', '13'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 2
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['6', '7', '8', '22', '25', '9'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 0
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['4', '5', '8', '24', '26', '16'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['5', '6', '24', '26', '27', '28'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 97, Issue： 2020027 baseM: 1195, result: 15, red_balls: ['1', '17', '18', '21', '25', '5'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 106, Issue： 2020036 baseM: 1130, result: 15, red_balls: ['3', '9', '15', '25', '29', '10'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 755, result: 15, red_balls: ['1', '10', '13', '19', '24', '9'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 680, result: 15, red_balls: ['7', '8', '13', '25', '33', '30'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 160, Issue： 2020090 baseM: 665, result: 15, red_balls: ['5', '10', '20', '23', '25', '22'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 217, Issue： 2021013 baseM: 120, result: 15, red_balls: ['8', '13', '19', '23', '25', '29'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 218, Issue： 2021014 baseM: 135, result: 15, red_balls: ['5', '13', '20', '22', '30', '32'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 222, Issue： 2021018 baseM: 145, result: 40, red_balls: ['2', '3', '4', '20', '23', '32'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 226, Issue： 2021022 baseM: 130, result: 15, red_balls: ['4', '7', '8', '19', '25', '27'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 237, Issue： 2021033 baseM: 45, result: 15, red_balls: ['4', '7', '21', '23', '28', '19'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 242, Issue： 2021038 baseM: 20, result: 15, red_balls: ['6', '7', '10', '13', '19', '30'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 244
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['4', '12', '17', '22', '27', '10'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['10', '11', '19', '25', '26', '24'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 0
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['5', '11', '15', '23', '29', '18'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 1
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['3', '4', '12', '14', '19', '32'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 2
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['4', '14', '17', '22', '26', '2'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 69, Issue： 2019150 baseM: 1475, result: 40, red_balls: ['2', '9', '13', '25', '27', '14'], blue_ball: 6, act_red_balls: ['2', '9', '14', '22', '27', '29'], act_blue_ball: 2, ret: 40, red_correct: 4
Guess time: 96, Issue： 2020026 baseM: 1230, result: 15, red_balls: ['2', '4', '13', '14', '32', '20'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 97, Issue： 2020027 baseM: 1245, result: 15, red_balls: ['1', '12', '17', '18', '20', '32'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 106, Issue： 2020036 baseM: 1180, result: 15, red_balls: ['9', '12', '25', '29', '33', '28'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 805, result: 15, red_balls: ['3', '4', '10', '17', '26', '16'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 156, Issue： 2020086 baseM: 730, result: 15, red_balls: ['2', '3', '11', '22', '23', '31'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 160, Issue： 2020090 baseM: 715, result: 15, red_balls: ['4', '14', '18', '26', '33', '23'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 217, Issue： 2021013 baseM: 170, result: 15, red_balls: ['3', '8', '12', '20', '26', '11'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 185, result: 15, red_balls: ['3', '6', '17', '21', '26', '9'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 222, Issue： 2021018 baseM: 170, result: 15, red_balls: ['1', '3', '24', '32', '33', '10'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 226, Issue： 2021022 baseM: 155, result: 15, red_balls: ['9', '16', '17', '18', '25', '1'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 237, Issue： 2021033 baseM: 70, result: 15, red_balls: ['1', '8', '15', '20', '31', '9'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 45, result: 15, red_balls: ['11', '13', '17', '29', '33', '9'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 247
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['15', '17', '20', '28', '31', '22'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 1
Guess time: 24, Issue： 2019105 baseM: 1825, result: 40, red_balls: ['2', '8', '16', '17', '26', '33'], blue_ball: 14, act_red_balls: ['2', '13', '15', '17', '26', '33'], act_blue_ball: 1, ret: 40, red_correct: 4
Guess time: 25, Issue： 2019106 baseM: 1840, result: 15, red_balls: ['2', '5', '8', '24', '27', '19'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 2
Guess time: 32, Issue： 2019113 baseM: 1795, result: 15, red_balls: ['1', '2', '3', '6', '17', '21'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 2
Guess time: 45, Issue： 2019126 baseM: 1690, result: 15, red_balls: ['3', '4', '6', '16', '30', '1'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 0
Guess time: 56, Issue： 2019137 baseM: 1605, result: 15, red_balls: ['20', '23', '24', '29', '32', '16'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1230, result: 15, red_balls: ['17', '25', '26', '29', '32', '13'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 97, Issue： 2020027 baseM: 1245, result: 15, red_balls: ['1', '6', '19', '21', '33', '30'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 106, Issue： 2020036 baseM: 1180, result: 15, red_balls: ['3', '6', '27', '31', '32', '23'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 146, Issue： 2020076 baseM: 805, result: 15, red_balls: ['2', '3', '15', '21', '27', '31'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 156, Issue： 2020086 baseM: 730, result: 15, red_balls: ['15', '18', '19', '21', '27', '33'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 160, Issue： 2020090 baseM: 740, result: 40, red_balls: ['2', '14', '23', '28', '31', '15'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 40, red_correct: 3
Guess time: 173, Issue： 2020103 baseM: 660, result: 40, red_balls: ['4', '9', '17', '22', '26', '10'], blue_ball: 6, act_red_balls: ['4', '9', '10', '22', '28', '32'], act_blue_ball: 8, ret: 40, red_correct: 4
Guess time: 217, Issue： 2021013 baseM: 245, result: 15, red_balls: ['3', '19', '21', '28', '31', '1'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 218, Issue： 2021014 baseM: 260, result: 15, red_balls: ['2', '18', '25', '28', '32', '24'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 222, Issue： 2021018 baseM: 245, result: 15, red_balls: ['8', '19', '23', '24', '27', '29'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 226, Issue： 2021022 baseM: 230, result: 15, red_balls: ['5', '14', '17', '30', '31', '1'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 237, Issue： 2021033 baseM: 145, result: 15, red_balls: ['1', '7', '9', '19', '31', '22'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 242, Issue： 2021038 baseM: 120, result: 15, red_balls: ['5', '8', '14', '18', '31', '1'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 250, Issue： 2021046 baseM: 65, result: 15, red_balls: ['1', '9', '18', '20', '23', '7'], blue_ball: 6, act_red_balls: ['5', '9', '13', '21', '28', '33'], act_blue_ball: 6, ret: 15, red_correct: 1
base_money is negative, stop, totally round: 257
Guess time: 20, Issue： 2019101 baseM: 1815, result: 15, red_balls: ['12', '15', '19', '27', '32', '29'], blue_ball: 5, act_red_balls: ['1', '4', '9', '21', '31', '33'], act_blue_ball: 5, ret: 15, red_correct: 0
Guess time: 25, Issue： 2019106 baseM: 1790, result: 15, red_balls: ['4', '19', '21', '27', '28', '22'], blue_ball: 14, act_red_balls: ['2', '14', '22', '27', '30', '33'], act_blue_ball: 14, ret: 15, red_correct: 2
Guess time: 32, Issue： 2019113 baseM: 1745, result: 15, red_balls: ['10', '13', '14', '20', '26', '12'], blue_ball: 15, act_red_balls: ['1', '5', '19', '21', '25', '33'], act_blue_ball: 15, ret: 15, red_correct: 0
Guess time: 45, Issue： 2019126 baseM: 1640, result: 15, red_balls: ['11', '13', '20', '22', '31', '33'], blue_ball: 16, act_red_balls: ['2', '14', '17', '29', '32', '33'], act_blue_ball: 16, ret: 15, red_correct: 1
Guess time: 56, Issue： 2019137 baseM: 1555, result: 15, red_balls: ['5', '19', '21', '26', '28', '32'], blue_ball: 6, act_red_balls: ['7', '10', '13', '19', '23', '31'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 96, Issue： 2020026 baseM: 1180, result: 15, red_balls: ['3', '15', '18', '26', '31', '32'], blue_ball: 6, act_red_balls: ['1', '4', '9', '18', '19', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 97, Issue： 2020027 baseM: 1195, result: 15, red_balls: ['1', '10', '20', '31', '32', '5'], blue_ball: 6, act_red_balls: ['12', '13', '14', '24', '25', '28'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 106, Issue： 2020036 baseM: 1130, result: 15, red_balls: ['2', '9', '26', '28', '32', '3'], blue_ball: 6, act_red_balls: ['7', '9', '16', '22', '24', '32'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 146, Issue： 2020076 baseM: 755, result: 15, red_balls: ['13', '16', '19', '25', '33', '2'], blue_ball: 6, act_red_balls: ['10', '15', '16', '18', '20', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 156, Issue： 2020086 baseM: 680, result: 15, red_balls: ['5', '17', '18', '21', '29', '6'], blue_ball: 6, act_red_balls: ['2', '4', '6', '15', '24', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 160, Issue： 2020090 baseM: 665, result: 15, red_balls: ['16', '27', '29', '30', '31', '4'], blue_ball: 6, act_red_balls: ['2', '21', '23', '26', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 217, Issue： 2021013 baseM: 120, result: 15, red_balls: ['3', '9', '11', '17', '27', '32'], blue_ball: 6, act_red_balls: ['6', '9', '12', '16', '27', '31'], act_blue_ball: 6, ret: 15, red_correct: 2
Guess time: 218, Issue： 2021014 baseM: 135, result: 15, red_balls: ['3', '8', '10', '22', '28', '13'], blue_ball: 6, act_red_balls: ['4', '15', '21', '25', '29', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 222, Issue： 2021018 baseM: 120, result: 15, red_balls: ['1', '10', '12', '23', '26', '21'], blue_ball: 6, act_red_balls: ['2', '8', '14', '23', '25', '32'], act_blue_ball: 6, ret: 15, red_correct: 1
Guess time: 226, Issue： 2021022 baseM: 105, result: 15, red_balls: ['1', '9', '13', '14', '19', '26'], blue_ball: 6, act_red_balls: ['10', '15', '17', '25', '31', '32'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 230, Issue： 2021026 baseM: 115, result: 40, red_balls: ['3', '4', '19', '25', '33', '13'], blue_ball: 6, act_red_balls: ['3', '5', '13', '19', '20', '25'], act_blue_ball: 3, ret: 40, red_correct: 4
Guess time: 237, Issue： 2021033 baseM: 70, result: 15, red_balls: ['9', '16', '21', '24', '29', '10'], blue_ball: 6, act_red_balls: ['2', '12', '13', '14', '31', '33'], act_blue_ball: 6, ret: 15, red_correct: 0
Guess time: 242, Issue： 2021038 baseM: 45, result: 15, red_balls: ['6', '17', '20', '27', '31', '30'], blue_ball: 6, act_red_balls: ['5', '7', '9', '16', '18', '27'], act_blue_ball: 6, ret: 15, red_correct: 1
